web-scraper-order,web-scraper-start-url,Name,Rating,Comment
,,Manish,5,amazing phone. best phone in the market
,,Umang Kapoor,5,"Superb phone from apple. Buttery smooth and blazingly fast. Just missing telephoto camera at this price. This could be provided by Apple. Also charger is not coming along. At this price customer expects that.  Nothing else to complain about. It is very good looking, compact and light weight. Master piece from Apple."
,,Karanpal Singh,5,"My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of ios

Cameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.

Battery life is also good. It would run a day and charges upto 90 percent in an hour.

The display is gorgeous. One of the best."
,,Senthilkumar  Jayaraman,5,Nice Product Apple
,,Wasim Sajjad,5,Its awesome 👍🏻
,,Arjun Rana,5,The phone feels amazing. By far the best design by apple and all the features are top notch but little over priced otherwise it’s awesome.
,,Shyam Prasad,5,Awesome. Extremely happy with the purchase. Kudos Flipkart for the seamless delivery. iPhone 12 is immaculate!!!
,,Vishnu Sharma,5,Provided in excellent condition by seller truecom.. 2 day delivery. Thanks for making it a smooth sailing transaction Flipkart!!
,,Rakesh Sharma,5,Excellent phone.
,,null,1,"Oh what a shock ive been of this forum for months. And low and behold same moronic iPhone haters. nothing better than to jerk off over there 3ghz 28 core 300mpx 8"" 16K screen Android device. just because they think its better than an iPhone, guess what nobody cares, your BS make no difference. NOBODY cares!!. So if you need education as clearly most do. If it was not for Apple back in 2007 inventing the smartphone .you would be all on feature phones or worse Blackberry devices."
,,Exikias,0,"Umair, 28 Dec 2020I already have an ipad. SE is out of options as it has small screen and Same for iphone 12 min... moreGo for iPhone 11 then! It’s a great phone after all! Better from xr"
,,RejZoR,1,It says iOS 14.1. Is that a typo or is there iOS 14.1 already and older models didn't get it yet somehow?
,,null,0,"Iphone12 is very beautiful device, state edges and state screen glass looks very premiam."
,,zilky,0,"Giorgos, 21 Dec 2020Can i charge my iphone 12 wirh iphone xs charger??is it going to destroy the battery?Nope. If it's official Apple charger, then it's good to go."
,,zilky,0,"url2020, 21 Dec 2020I did check s20 fe. I think, at 1080 x 2400 (~407 ppi), it will feel like a downgrade. Even th... morePlastic is harder than Glass. Glass is glass, and glass breaks. It's really your choice though. I'm always fine with plastic backs because we all just put cases."
,,AIfredo,1,"Dude468, 30 Nov 2020the iphone 11 had a roughly 720p LCD display and the 12 has an almost 2K OLED displayit literally has a 2.5k display"
,,userbenchmark,2,"Nikos, 14 Oct 2020Cmon guys. Usb 2 lighting in 2020? Are we serious? We gonna need about 2-3 adapters and charge... moreI agree
 
They should get rid of some weird standarts like lightning and 
 
random resolutions(750p, 1170p, 1242p etc)"
,,null,0,"zilky, 28 Dec 2020DONT go for XR (new). Go for the SE 2020 (new). The 12 really isn't that good in my opini... moreCpu aside , the xr is way better than se 2020 .
 
Screen, battery, build , etc"
,,null,2,"Don't buy iPhone 12, 12pro and 12 pro max coz they aren't providing chargers, i request ppl not to buy any iPhone unless they won't give you a charger, world's largest mobile selling company not providing charger and they says ""we aren't here for charity to provide you charger and earphones"" boycott this brand self respect is everything."
,,null,0,"Anonymous, 28 Dec 2020instead of spending rs80000 go for iphone se 2020 and buy ipad air ... thats a great combinati... moreI already have an ipad. SE is out of options as it has small screen and Same for iphone 12 mini. Budget is also a big constraint. So in new option only iPhone XR falls. It will hopefully get longer support as apple is currently officially selling it compared to XS, XS Max or X etc. I was asking this question because if someone has some big reservation against iphone XR i may come to know it before i purchase. Used XR i tried to find but in case of iphone there is a lot of fraud. And my biggest concern is water proofing if the phone has been perfectly refurbished even by Apple the water proofing in my point of view doesn't remains intact."
,,zilky,0,"Umair, 26 Dec 2020I m planning to buy a new iphone presently on an android device. I don't need good camera... moreDONT go for XR (new). Go for the SE 2020 (new). The 12 really isn't that good in my opinion. If you want to buy the XR, buy it used/refurbished. A box-pack XR isn't worth 500 dollars.
 
The SE 2020 has the new A13 Bionic chip, while the XR has A12 Bionic. The 12 is alright at 800 bucks. I would suggest iPhone 12 mini. Same everything, just small, and less price."
,,null,0,instead of spending rs80000 go for iphone se 2020 and buy ipad air ... thats a great combination ... or go with a macbook air that costs around 85-86000 in india ..
,,null,1,"Anonymous, 17 Oct 2020Why in the hell would I change my Iphone XR for this? This is a jokeIts for iphone user still has 6 or 7. You have to wait for iphone 15 for you next upgrade."
,,null,1,"Mohammad Sadeghi, 22 Oct 2020The screen of the iPhone 11 is IPS LCD and this type of screen consumes more battery power. On... more sure?"
,,null,1,"Hanif Fikri, 01 Nov 2020Its funny most apple fans i know can afford pricey iphone but cant afford Apple Airpod so they... moreOk, that's nice buddy..
 
Grow up"
,,BMSmith,2,"TechFreak, 19 Oct 2020Actually its very good and nice design unlike Samsung and some other phones.

Plus I like to... moreSorry man, but a notch in 2020? I believe they've already confirmed the iPhone 13 will also have a notch when we've already seen developers in the android space roll out under-display cameras, flexible OLED panels, under display fingerprint scanners, folding, flipping and spinning displays with high refresh rates and 10-bit color support. 
 

 
Regardless of your feelings, if we're looking at the competition around at the same price, Apple's design for the new 12 range is outdated at conception. We shouldn't be seeing the biggest manufacturer and well-known tech company in the world lagging behind, but it happens, because you're cool with it happening and you'll keep buying it. Why change, eh?"
,,BMSmith,2,"Will, 19 Oct 2020Because they are trying to minimise the harm on the environment and be more carbon efficient. ... moreDon't be a tool - this has nothing to do with saving the environment. They're still giving you a lightning charging cable in the box - a propriety cable that's already been called out for significantly contributing to electronic waste by refusing to switch to entirely convert to USB C - that's USB C to Lightning.  So when your old charging cable goes - and it will go - you'll likely head out and buy a plug that is USB C - Lightning , especially if you want to take advantage of the advertised 20W fast charging. That's not even bringing headphones and adapters into the equation - adapters that haven't shipped with the iPhone, but in separate packaging, since the iPhone 7/8. 
 

 
Don't defend nonsense like this - you wouldn't defend it from Samsung, from Huawei, from Xiaomi. 
 

 
SOURCES; 
 

 
https://www.pocket-lint.com/phones/news/apple/150941-eu-speeds-up-rules-to-make-apple-use-usb-c-rather-than-lightning 
 

 
https://www.theguardian.com/commentisfree/2020/jan/24/apple-dongles-eu-electronic-waste-pollution 
 

 
https://www.theverge.com/2020/10/16/21519466/apple-iphone-12-chargers-airpods-greenhouse-gas-emissions-e-waste"
,,userbenchmark,4,"finally a higher res oled screen on a base model iphone
 
those hd+ ips screens was a joke for a 700 dollar phone"
,,BunIsCool,1,"Anonymous, 12 Nov 2020iphone 11 or iphone 12?
Depends on your budget mostly."
,,Practical customer,0,"SMARTPHONE , 16 Nov 2020Guys.....I am not an Iphone fan...and I am not an Android fan.Maybe..i still remain a N73 fan ... moreWell, I would agree. You have a point, software is extremely important. Ive owned ""smartphones"" and ""smartphones"". Difference is huge. 
 

 
However people should be practical and chooose the phones with most powerful CPU, most RAM and most storage. This is also a good investment"
,,null,0,"Anonymous, 08 Dec 2020Would be nice if you could specify which problems? Issues like rapid battery draining while in stand-by and display yellow/green tint:)"
,,Anonymous,0,"Radical Edward, 08 Dec 2020I've heard about various issues regarding this phone, planning to buy it, can anyone tell... moreWould be nice if you could specify which problems?"
,,Anonymous,0,Battery life is worse then IPhone 11.
,,ANONYMUS,0,Does anyone mind abt the battery?? The only reason i cannot buy Iphone!!!
,,smartphone,0,"ANONYMUS, 11 Dec 2020Does anyone mind abt the battery?? The only reason i cannot buy Iphone!!!
Bro....no battery problem on my 12. 2 days battery without any issue. My wife has 11....and my battery is better on my 12. It's a fact."
,,Anonymous,0,"Koadri, 06 Dec 2020To me is the best iPhone Ever. Elegant, compact and fast. Camera is awesome too. I have no com... moreHow about the battery?"
,,Anonymous,0,Its getting disconnected from cellular data randomly. If Anyone os facing this problem pls tell me what can be done. My iPhone X did not have this problem
,,Dude468,0,"Anonymous, 05 Dec 20204k display is overkill and a battery hog. ya i know but 4K display, 4K!!"
,,Dude468,0,"Stefano, 04 Dec 2020I mean... there's nothing special about that resolution in 2020...ya i guess, a lot of flagships have em. i wish more of em had like 4K displays like the Xperia 1 II, but i guess that wont be happening"
,,Kin,0,"It's good to see Apple moving to 1080p displays. A step in the right direction.
 
Maybe in 8 years iPhone users will be able to experience 1440p displays like us Android users have for somewhat 7 years now. 
 
Maybe one day they'll also be able to use a fingerprint scanner..."
,,Dude468,0,"ANONYMUS, 11 Dec 2020Does anyone mind abt the battery?? The only reason i cannot buy Iphone!!!
the battery will get u throughout the day dude do not worry, it may be the same battery but the new A14 chip is on the 5nm process so its more power efficient and powerful at the same time."
,,Dude468,0,"Kin, 12 Dec 2020It's good to see Apple moving to 1080p displays. A step in the right direction.
Maybe in... moreya i do not know about them bringing back Touch ID, they seem pretty commited to Face ID, they could put the Touch ID on the logo in the back (u kno in the correct spot) because under display fingerprint scanners works like 80 percent of the time so i would like to see it back. so ya i kinda agree with u"
,,null,0,"I've heard about various issues regarding this phone, planning to buy it, can anyone tell me if those issues are being fixed?"
,,Anonymous,0,"Radical Edward, 09 Dec 2020Issues like rapid battery draining while in stand-by and display yellow/green tint:)I haven’t noticed any battery drain standby. Standby time on iPhone remains good. As for display, I think it is slightly subjective. My display looks fine but it might depend on what phone you’re coming from. I know iPhone X display was cooler than the recent iPhones OLEDs. I had a XS Max that was a little yellowy. My iPhone 12 is better. I think it might be a bit of a lottery though."
,,Adul Al Salami Kebab,0,"Like:
 
(1) I like its A14 Bionic chip.
 
(2) The size is fine 6"" to 6.5"" is awesome! 
 

 
Dislike:
 
(1) Poor battery!
 
(2) iOS is not my tea! :("
,,null,0,"Anonymous, 07 Dec 2020Battery life is worse then IPhone 11. I have it for like a week now!! The battery is excellent and lasts for two days"
,,null,0,"To me is the best iPhone Ever. Elegant, compact and fast. Camera is awesome too. I have no complaints."
,,Anonymous,0,"Dude468, 04 Dec 2020ya i guess, a lot of flagships have em. i wish more of em had like 4K displays like the Xperia... more4k display is overkill and a battery hog."
,,Kin,0,"Dude468, 12 Dec 2020ya i do not know about them bringing back Touch ID, they seem pretty commited to Face ID, they... moreOr they could put it on the screen like how Samsung has been doing since 2019. 
 
Also face id is terrible ngl. Android has had it for years but i've only had to resort to using it once when my phone's home button was damaged, but i got that fixed quickly and went back to unlocking with it..."
1609041867-943,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Kalikiano Kalei ,4,"I had a perfectly good, little-used iPhone 8+ that I decided to replace w/a new Apple iPhone 12, recently. I acquired it through AT&T, the carrier that has been providing us w/service for several years. The new iPhone 12 is just about everything the heavy Apple promotional advertising promised, although America is slow allowing the full 5G capabilities to be fully exploited (unlike China and other nations). That said, my only real beef with the new 12 is that I am one of those geeky users who insists that a SPECIFIC Apple iPhone 12 DEDICATED user manual be accessible for new users to download. As it is, there is no such critter that fulfills this need, so I had to engage in a slow and trial-by-error process of uncovering answers to my specific user questions on-line, as they pertain to the new phone. If one is patient and persistent, all the sought-for answers MAY be uncovered, but Apple should have prepared an entirely new DOWNLOADABLE user manual specifically for those who have previously used iPhones only up to and including the 8 series units.

The phone itself is elegant, extremely well designed and engineered, but even though relatively small in size, still not small enough to conveniently fit into a typical man's button-down shirt pocket. Until Apple reduces the size of its products even further, the new-gen Motorola razr folder, with its amazing (stunning, really) folding display screen still gets top awards for convenience and practicality. I realise I should have acquired a 12-Mini due to its slightly reduced size, but it's too late now.

On the whole, however, the new Apple iPhone 12 is an excellent product and fully (in my opinion) up to Apple's traditionally high standards of quality, design and engineering. With 256 Gigs, you're fully loaded for bear, although prices are still a tad on the high side! Hopefully, AT&T shall continue to fulfill its provider services in the same spirit!"
1609041867-479,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Paul_Bournemouth ,5,"This iPhone 12 was replacing a 6 year old iPhone6, so it was always going to be a huge step up in performance, and this has not disappointed at all.

The new A14 chip makes light work of alternating between apps, camera and other functions of the phone, everything is so quick and the display is crisp and bright.

The camera quality is outstanding, as a keen photographer, it is difficult now to decipher what has been taken with a dedicated camera (in my case a Panasonic LUMIX) or with the iPhone itself. The dedicated camera just takes it on a whisker, as some of the iPhone pictures (on landscapes for example), can look slightly unnatural as the software post processes the picture to brighten the image and compensate for the small lens (in comparison to a dedicated camera)

I am really nitpicking here though and for everyday objects, people, buildings etc, the iPhone pictures are excellent, and low light compensation is actually better than on my LUMIX Micro 4/3.
This is not even the Pro model either, but I don't think anyone would be disappointed with the base 12 spec as it were.
It is expensive yes, but you are buying advanced technology and it really is a compact computer which happens to have a phone contained within it!

As for the the functions, typical Apple - it works flawlessly and battery life is superb. Then again I am not using it for games or using the phone heavily. All in all an excellent replacement for my old iPhone6!"
1609041867-616,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,DaveA ,5,"First impressions:
Coming from an iPhone XR it feels much lighter and more compact all round, although it has the same 6.1"" size screen.

Screen is really sharp with vibrant colours although not cartoonish.

Like the new design, easier to grip when not using a case.

Feels speedier when scrolling through web pages or social media.

Amazing sound quality!

My main reason for upgrading was to future proof with 5G when it becomes more widely available and for the camera.

Camera upgrade (which I use mainly for family pics and snaps when out and about) is brilliant - night mode feature is stunning, as is the portrait feature which you can now use on non people subjects. I took a pic of a vase of flowers in the 'natural light' setting and with the back ground blurred and just focusing in on one bloom, it had almost digital SLR camera quality levels!

Battery - after a week of use, I'd say it's not quite as good as the XR, but on an average day I still have 39% left after 22 hours of mixed use.

I highly recommend the iPhone 12 - go on treat yourself, you know you want too!"
1609041867-951,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,frankie_rod ,4,"Let me start by saying that this is in fact, my first iPhone, of any kind. I have had Android since the very beginning. More recently, I have had the HTC One, One X; Samsung Galaxy S7 Edge, Note9. I always said that it would take a lot to pull me from Android and/or Galaxy. I was planning on getting the Note20 Ultra, until I got a load of the new iPhone. I like the design of the flat, hard edges vs. the curved ones from previous iPhones. The size is a little bit smaller than I am used to, however where it lacks in size, the Retina Display makes up for it, which a sharper, crisper display. I am not a fan of manufacturers releasing so many versions of what is supposed to be their flagship model. Apple does it, and so does Samsung. So I went with the regular iPhone, as opposed to the mini, or the Pro and/or Pro Max. I don't have anything to compare it to, as terms of size. I wanted this version to do in terms of features, without having to sacrifice too much. I feel this accomplishes that, and it is a good balance. iOS is very intuitive and responsive. The App Store is clean and organized. I do miss being able to bill certain apps to my AT&T phone bill. With the App Store, you do have to pay for more. Apps I was using in the Play Store cost money, albeit to get rid of ads in most cases. I didn't like having to buy my own wall charger to go with the USB-C to Lightning that is included in the box. Many of the sales associates I spoke with said that by now, Apple expects everyone to have had some version of the iPhone in their life, which is why they chose not to include it. That, and it's more friendly to the environment. If you were on the fence about switching, or even have an iPhone now, but contemplating the upgrade, I say do it. My fiancée has an 8 Plus, and was very jealous when I brought the 12 home. With the Pro Max coming out in a matter of days, you can't go wrong. I would have preferred a larger screen, but I didn't need the extra camera. If there is one con, I would say because of either the size of my hand, or the hard edge of the screen, when I'm holding it, the bottom corner hurts my palm after a while. The sound is great, both with the built in stereo speakers, and with AirPods. The charge currently lasts me all day, where I was charging my Note9 twice a day. Overall, very pleased. "
1609041867-777,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,SinisteR ,5,"Well, this year, Apple didn’t give me a reason to get the Pro model iPhone. Really, they didn’t give hardly anyone a reason to get the Pro model iPhone. And...that’s not a bad thing!

Instead, they made their regular 12 basically just as good as the Pro models. So I got the 12 to replace my 11 Pro and lowered my monthly payment in the process while getting the A14 chip and updated camera hardware! Win win!

While being a bit larger(really just taller) at 6.1”, the 12 is substantially lighter than my 11 Pro was. The glass back and aluminum body are VERY grippy! Which gives me confidence while holding it while I wait for my Dbrand skin to come in the mail.

The screen is the same as my 11 Pro was and some icons are a bit bigger due to the display size(not a bad thing). In fact, I’m actually finding it a bit easier to type on the 12 because the keyboard is a just bit more spaced thanks to the larger display. Colors are beautiful and accurate. Text is very sharp. The OLED panels on the iPhones that Apple calibrates are fantastic!

So far, I haven’t had a single hiccup from the A14. It’s noticeably faster than the A13 was in my 11 Pro by about 20% I’d say in normal use switching between apps and such. Operations feel smoother. It’s a pleasure to use! I’m not a mobile gamer but I expect top notch performance from this beast if I choose to. I’ve also noticed that so far, the A14 doesn’t seem to get noticeably warm like the A13 did. And being that the A14 is built on a 5nm process(which is NUTS for a mobile device), this chip will be rock solid for the next 3-4 years!

So far, now on my second day of use, battery seems great! I used the 12 almost all day yesterday and ended the day with over 30% left. I suspect I would’ve gotten over 7 hours screen time. And the phone is still calibrating with my use so I also suspect it’ll get better within a month or so. My 11 Pro regularly got 8-10 hours of screen depending on use.

The cameras on the 12 are noticeably better than the what I had on the 11 Pro. All of them(wide, ultra wide, and selfie) are more color accurate and VERY crisp, producing some EXCELLENT shots. I did lose the telephoto going from the 11 Pro to the 12, but I rarely used that camera anyway...(it wasn’t the greatest)

The aluminum build of the 12 feels VERY premium in the hands and the throwback design to the iPhone 4/5/s is definitely a nice and welcomed refresh. It’s definitely easier to pickup from a flat surface than my 11 Pro was... I felt I had to gorilla grip the 11 Pro every time I picked it up so it wouldn’t slip due to the rounded sides...

So far, reception on the 12 has been EXCELLENT and noticeably better than my 11 Pro was by a signal bar or two. Granted, it’s the weekend and I haven’t left home as I’m just relaxing from the long work week. But just at home, I’m noticing better reception. Which is nice.

So far overall, the 12 is a nice upgrade from my 11 Pro in overall speed, fluidity and camera performance. Personally, I just don’t see the point in getting the Pro models this year. The 6.1” display of the 12 is about my max screen size I’d go. If Apple made the 12 any larger, I would’ve skipped it... the 5.4” mini is probably super cool and really nice to hold, but a bit small for my taste and it would’ve been a downgrade from my 5.8” 11 Pro. It might make a nice Christmas gift for the fiancé though! And the monster 6.7” 12 Pro is just ridiculous to me despite the upgrades Apple made to the cameras to try to get people to buy it... the 12 is the absolute sweet spot in the lineup and I see Apple selling MILLIONS of them.

Oh, and a quick note... if you’re upset about the charger brick and headphones being removed from the 12 lineup this year. Seriously, get over it... almost everyone is wireless these days or has headphones laying around. I’d suggest getting the Gen 2 AirPods. You won’t regret that purchase. They’re great truly wireless headphones. As for the charger, most people these charge wirelessly... get with the times... a wireless charger can be had for about $30. And nearly everyone has a USB charging bricks laying around...

Anyway, if you pickup the 12, you won’t regret it. Great phone!"
1609041867-766,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Eric in Dana Point ,5,"When my iPhone 6S was ready for replacement in October 2019, I listened to the Android crowd and bought a Samsung Galaxy S10. I hated it. I missed phone calls, it wouldn't give me a decent notification of text messages, and everything I wanted to do required searching YouTube for instructions. ""Android will do everything Apple can."" That may be true, but it takes twice as long and is twice as hard to figure out. And you cannot just search YouTube for ""how to do x on an Android"" because different Android phones work differently. If you want an application in Android you have to remember to find the Play icon. (Play??) For an iPhone, apps are found at the Apps icon. After a year, I no longer hated the Android. I just didn't want to be around it any longer. The best analogy might be to an abusive spouse who has sobered up and stopped the abuse. Too little, too late.

My iPhone 12 arrived on October 23, as promised. The transfer from Android was easy. The iPhone is intuitive. It is easy to figure out how to do everything. It gives me wonderful banners informing me of what I've missed. The facial recognition works well. The screen is bright and clear. The camera is easy to use and takes good photos. It's not an SLR, but the camera is great for 98% of what I want to photograph. The phone processor is very fast, and WiFi and Bluetooth connections are fast and reliable.

I hesitated to replace a phone I had only had for a year, but after a week with the iPhone 12 I am truly glad to be back with iOS"
1609041867-967,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,JimmyJams ,4,"Great purchase and upgrade after having the 7 for a really long time. My cell coverage has improved enormously, to the point that im actually happy with phone and service. 5G is amazing and the 4G LTE is vastly improved. The phone overall is an iphone and nothing has really changed. I came from an old 7 and haven't really noticed much difference other than the obvious. With no phone subsidies i waited for a deal and have realized the best course with phones is wait as long as possible to upgrade and only do it if your phone is broke(like mine finally did) or new service because that is my biggest takeaway and best improvement is the cellular performance of the 12. Very please with phone but annoyed by apples annoying charger games. Now they only come with the charging cord and no its not a usb its a micro usb and nothing i have is compatible. it won't plug into any of your old apple plugs and it does't come with one. Its what is keeping me from giving it 5 stars. Trust me everyone will be annoyed by the cord"
1609041867-788,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Longtimecustomer,1,"This review is based on both the Phone and the Manchester, NH Best Buy Store. I purchased this phone and after 3 weeks the phone died. On a call and got that dreaded blinking apple. Tried to restore, hard restart, all the usual tricks. None worked. I brought the phone back to Best Buy. The person in charge at the Cell Phone area informed me that I was passed the 14 day return policy and that they could not help me at all. I asked what my options were and he said I need to go to the Apple Store out in the mall. Frustrated, I left and went to the Apple store. They were very helpful, however, could not offer me service for 4 hours. I sat in my car, watched netflix because I live 45 min from the mall. Finally getting into the Apple store they very quickly replaced the phone for me. I was in and out of the store in less than 30 minutes. The tech support there asked why Best Buy would send me to the Apple Store when they are an approved Apple Repair Facility and could have easily replaced my phone under warranty. Needless to say that is a day in my life I will not get back and will be the last time I purchase an I-phone from the Manchester, NH Best Buy store or anything else for that matter. I have always had good service from Best Buy until this purchase. I am very disappointed that it was more important to the Cell Phone Department that they move me along so they could sell more phones rather than try to help me. Very disappointing. The second phone I got from the Apple Store is working great. Hoping in time I will be able to love it."
1609041867-188,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,Irish Domer,2,"The phone does not come with a charging brick (plug), only a charging cord, which has USB-C connection on one end and lightening port on the other. So you can't use it on older phone charging bricks. Apple says its to reduce waste in shipping - really it's just an excuse to get you to spend more money to buy a charger for the phone. For $900, you should be able to charge your device. Beyond that aggravation, the face recognition vs thumb print for unlocking the device works ok if you're in well lighted areas. In darker environment it does not work quickly/easily. Forget unlocking your phone (if your car play wants your phone unlocked) while driving. The phone otherwise works as well as previous versions. A few changes to get used to - swipe down, vs swipe up for control panel (flashlight , volume, blue tooth, wi-fi, etc). I have had trouble closing apps - it just doesn't seem to be as easy to do as it was on my iPhone 6."
1609041867-636,https://www.google.com/shopping/product/16710952962648039469/reviews?stick=H4sIAAAAAAAAAOPgEhIxNDM3NLA0NbI0MzIzsTAwtjQxs1zEqpIZkJGfl6pgaAREFu5OCk45pakKugqOBQU5INrX3cvVGADJXBYAPwAAAA&q=iPhone+12+128GB+Blue+-+Apple+-+MGJE3&kgs=d2cf568fecb2738c&shndl=-1&entrypoint=sh/x/shopping&sa=X&ved=2ahUKEwiZkI3ZjuvtAhX4_XMBHUbzC60QvCR6BAgEEFQ,tscoot ,2,"This is my first iPhone without a physical home button (I'm behind the times, I know), but it's also my first iPhone that, generally, doesn't work the way it's supposed to and isn't super-easy to use and navigate. Now everything is controlled by gestures that work correctly, maybe, 2 out of every 3 times. This phone is also riddled with ads forced on you by Apple and AT&T, which is pretty sickening. And AT&T forcibly changes your web bookmarks with no way to stop it--which, again, makes me trust them even less as a company (a feat!). I'm seriously considering returning this phone and switching carriers. Unless something drastically changes in the future, this is, at minimum, my last iPhone, and probably the last phone I use on the AT&T network. Why pay the Apple Tax if all you get is a phone that's just as messy, trashy, and buggy as cheaper, more powerful phones? I'm disappointed this is what Apple has become and what AT&T continues to lean into being."
